core	age_calkaBP	d18Obenth	d18Ow	sealevel
1146 Holbourn	8522.30	2.36	0.28	-17.51
1146 Holbourn	8524.50	2.32	0.24	-15.04
1146 Holbourn	8526.60	2.35	0.27	-16.88
1146 Holbourn	8528.70	2.44	0.36	-22.42
1146 Holbourn	8530.90	2.41	0.33	-20.56
1146 Holbourn	8533.00	2.27	0.19	-11.94
1146 Holbourn	8535.10	2.26	0.18	-11.32
1146 Holbourn	8537.30	2.19	0.11	-7.01
1146 Holbourn	8539.40	2.29	0.21	-13.16
1146 Holbourn	8541.50	2.15	0.07	-4.54
1146 Holbourn	8543.70	2.36	0.28	-17.45
1146 Holbourn	8545.80	2.29	0.21	-13.14
1146 Holbourn	8547.90	2.43	0.35	-21.75
1146 Holbourn	8550.10	2.51	0.43	-26.67
1146 Holbourn	8552.20	2.38	0.30	-18.66
1146 Holbourn	8554.30	2.61	0.53	-32.81
1146 Holbourn	8556.50	2.41	0.33	-20.50
1146 Holbourn	8558.60	2.54	0.46	-28.49
1146 Holbourn	8560.70	2.59	0.51	-31.56
1146 Holbourn	8562.90	2.46	0.38	-23.56
1146 Holbourn	8565.00	2.49	0.41	-25.40
1146 Holbourn	8567.10	2.23	0.15	-9.39
1146 Holbourn	8569.30	2.45	0.37	-22.93
1146 Holbourn	8571.40	2.35	0.27	-16.77
1146 Holbourn	8573.50	2.51	0.43	-26.61
1146 Holbourn	8575.70	2.33	0.25	-15.53
1146 Holbourn	8577.80	2.16	0.08	-5.06
1146 Holbourn	8579.90	2.30	0.22	-13.67
1146 Holbourn	8582.10	2.35	0.27	-16.74
1146 Holbourn	8584.20	2.29	0.21	-13.04
1146 Holbourn	8586.30	2.39	0.31	-19.19
1146 Holbourn	8588.50	2.35	0.27	-16.72
1146 Holbourn	8590.60	2.73	0.65	-40.10
1146 Holbourn	8592.70	2.15	0.07	-4.40
1146 Holbourn	8594.90	2.64	0.56	-34.55
1146 Holbourn	8597.00	2.47	0.39	-24.09
1146 Holbourn	8599.10	2.53	0.45	-27.77
1146 Holbourn	8601.30	2.61	0.53	-32.69
1146 Holbourn	8603.40	2.76	0.68	-41.92
1146 Holbourn	8605.30	2.65	0.57	-35.15
1146 Holbourn	8607.30	2.68	0.60	-37.00
1146 Holbourn	8609.20	2.66	0.58	-35.77
1146 Holbourn	8611.20	2.64	0.56	-34.54
1146 Holbourn	8613.10	2.79	0.71	-43.77
1146 Holbourn	8615.10	2.72	0.64	-39.46
1146 Holbourn	8617.00	2.55	0.47	-29.00
1146 Holbourn	8619.00	2.66	0.58	-35.77
1146 Holbourn	8620.90	2.68	0.60	-37.00
1146 Holbourn	8622.90	2.62	0.54	-33.31
1146 Holbourn	8624.10	2.52	0.44	-27.15
1146 Holbourn	8626.00	2.37	0.29	-17.92
1146 Holbourn	8628.00	2.66	0.58	-35.77
1146 Holbourn	8629.90	2.53	0.45	-27.77
1146 Holbourn	8631.90	2.53	0.45	-27.77
1146 Holbourn	8637.70	2.56	0.48	-29.62
1146 Holbourn	8639.70	2.33	0.25	-15.46
1146 Holbourn	8641.60	2.83	0.75	-46.23
1146 Holbourn	8643.60	2.67	0.59	-36.39
1146 Holbourn	8645.50	2.51	0.43	-26.54
1146 Holbourn	8647.50	2.40	0.32	-19.77
1146 Holbourn	8649.50	2.55	0.47	-29.00
1146 Holbourn	8651.40	2.54	0.46	-28.39
1146 Holbourn	8653.40	2.46	0.38	-23.46
1146 Holbourn	8655.30	2.51	0.43	-26.54
1146 Holbourn	8657.30	2.42	0.34	-21.00
1146 Holbourn	8659.20	2.38	0.30	-18.54
1146 Holbourn	8661.20	2.45	0.37	-22.85
1146 Holbourn	8663.10	2.36	0.28	-17.31
1146 Holbourn	8665.10	2.20	0.12	-7.46
1146 Holbourn	8667.00	2.26	0.18	-11.15
1146 Holbourn	8669.00	2.25	0.17	-10.54
1146 Holbourn	8670.90	2.05	-0.03	1.77
1146 Holbourn	8672.90	2.12	0.04	-2.54
1146 Holbourn	8674.80	2.56	0.48	-29.62
1146 Holbourn	8676.80	2.72	0.64	-39.46
1146 Holbourn	8678.80	2.63	0.55	-33.92
1146 Holbourn	8680.70	2.53	0.45	-27.77
1146 Holbourn	8682.70	2.53	0.45	-27.77
1146 Holbourn	8684.60	2.64	0.56	-34.54
1146 Holbourn	8686.60	2.58	0.50	-30.85
1146 Holbourn	8688.50	2.52	0.44	-27.15
1146 Holbourn	8690.50	2.33	0.25	-15.46
1146 Holbourn	8692.40	2.33	0.25	-15.46
1146 Holbourn	8694.40	2.33	0.25	-15.46
1146 Holbourn	8696.30	2.37	0.29	-17.92
1146 Holbourn	8698.30	2.61	0.53	-32.69
1146 Holbourn	8700.20	2.44	0.36	-22.23
1146 Holbourn	8702.20	2.55	0.47	-29.01
1146 Holbourn	8704.10	2.53	0.45	-27.79
1146 Holbourn	8706.10	2.47	0.39	-24.11
1146 Holbourn	8708.10	2.49	0.41	-25.35
1146 Holbourn	8710.00	2.19	0.11	-6.90
1146 Holbourn	8712.00	2.26	0.18	-11.22
1146 Holbourn	8713.90	2.37	0.29	-18.00
1146 Holbourn	8715.90	2.36	0.28	-17.39
1146 Holbourn	8717.80	2.56	0.48	-29.71
1146 Holbourn	8719.80	2.36	0.28	-17.41
1146 Holbourn	8721.70	2.50	0.42	-26.04
1146 Holbourn	8723.70	2.53	0.45	-27.89
1146 Holbourn	8725.60	2.60	0.52	-32.21
1146 Holbourn	8727.60	2.78	0.70	-43.30
1146 Holbourn	8729.70	2.56	0.48	-29.77
1146 Holbourn	8731.90	2.60	0.52	-32.24
1146 Holbourn	8734.00	2.69	0.61	-37.79
1146 Holbourn	8736.10	2.47	0.39	-24.26
1146 Holbourn	8738.20	2.43	0.35	-21.81
1146 Holbourn	8740.40	2.47	0.39	-24.29
1146 Holbourn	8742.50	2.34	0.26	-16.30
1146 Holbourn	8744.60	2.48	0.41	-24.92
1146 Holbourn	8746.80	2.55	0.48	-29.24
1146 Holbourn	8748.90	2.40	0.33	-20.02
1146 Holbourn	8751.00	2.30	0.23	-13.88
1146 Holbourn	8753.20	2.23	0.16	-9.58
1146 Holbourn	8755.30	2.19	0.12	-7.13
1146 Holbourn	8757.40	2.08	0.01	-0.37
1146 Holbourn	8759.50	2.11	0.04	-2.23
1146 Holbourn	8761.70	2.23	0.16	-9.63
1146 Holbourn	8763.80	2.28	0.21	-12.72
1146 Holbourn	8765.90	2.30	0.23	-13.96
1146 Holbourn	8768.10	2.49	0.42	-25.66
1146 Holbourn	8770.20	2.49	0.42	-25.67
1146 Holbourn	8772.30	2.52	0.45	-27.53
1146 Holbourn	8774.40	2.35	0.28	-17.08
1146 Holbourn	8776.60	2.36	0.29	-17.70
1146 Holbourn	8778.70	2.34	0.27	-16.48
1146 Holbourn	8780.80	2.20	0.13	-7.88
1146 Holbourn	8783.00	2.32	0.25	-15.28
1146 Holbourn	8785.10	2.27	0.20	-12.21
1146 Holbourn	8787.20	2.23	0.16	-9.76
1146 Holbourn	8789.40	2.22	0.15	-9.16
1146 Holbourn	8791.50	2.26	0.19	-11.63
1146 Holbourn	8793.60	2.39	0.32	-19.64
1146 Holbourn	8795.70	2.43	0.36	-22.11
1146 Holbourn	8797.90	2.59	0.52	-31.97
1146 Holbourn	8800.00	2.50	0.43	-26.44
1146 Holbourn	8802.10	2.47	0.40	-24.61
1146 Holbourn	8804.30	2.49	0.42	-25.85
1146 Holbourn	8806.40	2.55	0.48	-29.55
1146 Holbourn	8808.50	2.46	0.39	-24.02
1146 Holbourn	8810.60	2.48	0.41	-25.26
1146 Holbourn	8812.80	2.59	0.52	-32.05
1146 Holbourn	8814.90	2.65	0.58	-35.75
1146 Holbourn	8817.00	2.54	0.47	-28.99
1146 Holbourn	8819.20	2.66	0.59	-36.39
1146 Holbourn	8821.30	2.51	0.44	-27.17
1146 Holbourn	8823.40	2.52	0.45	-27.79
1146 Holbourn	8825.60	2.71	0.64	-39.50
1146 Holbourn	8827.70	2.40	0.33	-20.43
1146 Holbourn	8829.80	2.33	0.26	-16.13
1146 Holbourn	8831.90	2.31	0.24	-14.91
1146 Holbourn	8834.10	2.51	0.44	-27.23
1146 Holbourn	8836.20	2.44	0.37	-22.94
1146 Holbourn	8838.30	2.53	0.46	-28.49
1146 Holbourn	8840.50	2.29	0.22	-13.73
1146 Holbourn	8842.60	2.46	0.39	-24.20
1146 Holbourn	8844.70	2.54	0.47	-29.13
1146 Holbourn	8846.80	2.51	0.44	-27.30
1146 Holbourn	8849.00	2.40	0.33	-20.54
1146 Holbourn	8851.10	2.50	0.43	-26.71
1146 Holbourn	8853.20	2.56	0.49	-30.41
1146 Holbourn	8855.40	2.55	0.48	-29.80
1146 Holbourn	8857.50	2.48	0.41	-25.51
1146 Holbourn	8859.60	2.33	0.26	-16.29
1146 Holbourn	8861.80	2.50	0.43	-26.76
1146 Holbourn	8863.90	2.45	0.39	-23.69
1146 Holbourn	8866.00	2.33	0.27	-16.32
1146 Holbourn	8868.10	2.19	0.13	-7.72
1146 Holbourn	8870.70	2.30	0.24	-14.50
1146 Holbourn	8873.20	2.37	0.31	-18.82
1146 Holbourn	8875.70	2.40	0.34	-20.68
1146 Holbourn	8878.30	2.26	0.20	-12.08
1146 Holbourn	8880.80	2.64	0.58	-35.47
1146 Holbourn	8883.30	2.59	0.53	-32.41
1146 Holbourn	8885.80	2.51	0.45	-27.50
1146 Holbourn	8888.40	2.58	0.52	-31.82
1146 Holbourn	8890.90	2.64	0.58	-35.53
1146 Holbourn	8893.40	2.56	0.50	-30.62
1146 Holbourn	8896.00	2.44	0.38	-23.24
1146 Holbourn	8898.50	2.57	0.51	-31.26
1146 Holbourn	8901.00	2.61	0.55	-33.73
1146 Holbourn	8903.60	2.55	0.49	-30.05
1146 Holbourn	8906.10	2.52	0.46	-28.21
1146 Holbourn	8911.20	2.47	0.41	-25.16
1146 Holbourn	8913.70	2.59	0.53	-32.55
1146 Holbourn	8916.20	2.61	0.55	-33.79
1146 Holbourn	8918.70	2.57	0.51	-31.34
1146 Holbourn	8921.30	2.63	0.57	-35.04
1146 Holbourn	8923.80	2.49	0.43	-26.43
1146 Holbourn	8926.30	2.50	0.44	-27.06
1146 Holbourn	8928.90	2.68	0.62	-38.15
1146 Holbourn	8931.40	2.44	0.38	-23.39
1146 Holbourn	8933.90	2.50	0.44	-27.09
1146 Holbourn	8936.50	2.36	0.30	-18.48
1146 Holbourn	8941.50	2.35	0.29	-17.89
1146 Holbourn	8944.10	2.30	0.24	-14.82
1146 Holbourn	8946.60	2.39	0.33	-20.37
1146 Holbourn	8949.10	2.33	0.27	-16.69
1146 Holbourn	8951.60	2.27	0.21	-13.00
1146 Holbourn	8954.20	2.55	0.49	-30.25
1146 Holbourn	8956.70	2.66	0.60	-37.02
1146 Holbourn	8959.20	2.58	0.52	-32.11
1146 Holbourn	8961.80	2.72	0.66	-40.74
1146 Holbourn	8964.30	2.47	0.41	-25.36
1146 Holbourn	8966.80	2.77	0.71	-43.83
1146 Holbourn	8971.90	2.59	0.53	-32.78
1146 Holbourn	8977.00	2.49	0.43	-26.64
1146 Holbourn	8979.50	2.34	0.28	-17.42
1146 Holbourn	8982.00	2.31	0.25	-15.58
1146 Holbourn	8984.50	2.50	0.44	-27.29
1146 Holbourn	8987.10	2.42	0.36	-22.37
1146 Holbourn	8989.60	2.63	0.57	-35.31
1146 Holbourn	8992.10	2.42	0.36	-22.39
1146 Holbourn	8994.70	2.60	0.54	-33.48
1146 Holbourn	8997.20	2.51	0.45	-27.95
1146 Holbourn	8999.70	2.39	0.33	-20.58
1146 Holbourn	9002.30	2.26	0.20	-12.58
1146 Holbourn	9004.80	2.36	0.30	-18.73
1146 Holbourn	9007.30	2.25	0.19	-11.96
1146 Holbourn	9009.80	2.20	0.14	-8.88
1146 Holbourn	9012.40	2.44	0.38	-23.65
1146 Holbourn	9014.90	2.43	0.37	-23.04
1146 Holbourn	9017.40	2.61	0.55	-34.12
1146 Holbourn	9020.00	2.52	0.46	-28.58
1146 Holbourn	9022.50	2.36	0.30	-18.73
1146 Holbourn	9025.00	2.37	0.31	-19.35
1146 Holbourn	9030.10	2.37	0.31	-19.35
1146 Holbourn	9032.60	2.20	0.14	-8.88
1146 Holbourn	9035.10	1.87	-0.19	11.42
1146 Holbourn	9037.20	2.07	0.01	-0.88
1146 Holbourn	9039.40	1.99	-0.07	4.04
1146 Holbourn	9043.70	2.11	0.05	-3.35
1146 Holbourn	9045.80	2.13	0.07	-4.58
1146 Holbourn	9050.20	2.02	-0.04	2.19
1146 Holbourn	9052.30	2.29	0.23	-14.42
1146 Holbourn	9054.50	2.08	0.02	-1.50
1146 Holbourn	9056.60	2.12	0.06	-3.96
1146 Holbourn	9061.00	2.24	0.18	-11.35
1146 Holbourn	9063.10	2.42	0.36	-22.42
1146 Holbourn	9065.30	2.54	0.48	-29.81
1146 Holbourn	9067.40	2.44	0.38	-23.65
1146 Holbourn	9069.60	2.52	0.46	-28.58
1146 Holbourn	9071.70	2.45	0.39	-24.27
1146 Holbourn	9073.90	2.46	0.40	-24.88
1146 Holbourn	9076.10	2.26	0.20	-12.58
1146 Holbourn	9078.20	2.41	0.35	-21.81
1146 Holbourn	9080.40	2.27	0.21	-13.19
1146 Holbourn	9082.50	2.40	0.34	-21.19
1146 Holbourn	9084.70	2.49	0.43	-26.73
1146 Holbourn	9086.80	2.46	0.40	-24.88
1146 Holbourn	9089.00	2.47	0.41	-25.50
1146 Holbourn	9091.20	2.57	0.51	-31.65
1146 Holbourn	9093.30	2.52	0.46	-28.58
1146 Holbourn	9095.50	2.43	0.37	-23.04
1146 Holbourn	9097.60	2.47	0.41	-25.50
1146 Holbourn	9099.80	2.45	0.39	-24.27
1146 Holbourn	9102.00	2.29	0.23	-14.41
1146 Holbourn	9104.10	2.46	0.40	-24.86
1146 Holbourn	9106.30	2.27	0.21	-13.15
1146 Holbourn	9108.40	2.21	0.15	-9.45
1146 Holbourn	9110.60	2.28	0.22	-13.74
1146 Holbourn	9112.70	2.27	0.21	-13.11
1146 Holbourn	9114.90	2.31	0.25	-15.56
1146 Holbourn	9117.10	2.13	0.07	-4.47
1146 Holbourn	9119.20	2.25	0.19	-11.84
1146 Holbourn	9121.40	2.34	0.28	-17.36
1146 Holbourn	9123.50	2.35	0.29	-17.96
1146 Holbourn	9125.70	2.29	0.23	-14.26
1146 Holbourn	9127.90	2.13	0.07	-4.40
1146 Holbourn	9130.00	2.16	0.10	-6.23
1146 Holbourn	9132.20	2.13	0.07	-4.37
1146 Holbourn	9134.30	2.12	0.06	-3.74
1146 Holbourn	9136.50	2.51	0.45	-27.73
1146 Holbourn	9138.60	2.39	0.33	-20.33
1146 Holbourn	9140.80	2.40	0.34	-20.93
1146 Holbourn	9143.00	2.31	0.25	-15.38
1146 Holbourn	9145.10	2.19	0.13	-7.98
1146 Holbourn	9147.30	2.26	0.20	-12.27
1146 Holbourn	9149.40	2.31	0.25	-15.33
1146 Holbourn	9151.60	2.23	0.17	-10.40
1146 Holbourn	9153.70	2.14	0.08	-4.84
1146 Holbourn	9155.90	2.11	0.05	-2.98
1146 Holbourn	9158.10	2.15	0.09	-5.43
1146 Holbourn	9160.20	2.40	0.34	-20.80
1146 Holbourn	9162.40	2.27	0.21	-12.79
1146 Holbourn	9164.50	2.26	0.20	-12.16
1146 Holbourn	9166.70	2.29	0.23	-13.99
1146 Holbourn	9168.90	2.32	0.26	-15.82
1146 Holbourn	9171.00	2.11	0.05	-2.89
1146 Holbourn	9173.20	2.19	0.13	-7.80
1146 Holbourn	9175.30	2.30	0.24	-14.55
1146 Holbourn	9177.50	2.10	0.04	-2.23
1146 Holbourn	9179.60	1.97	-0.09	5.78
1146 Holbourn	9181.80	2.20	0.14	-8.36
1146 Holbourn	9184.00	2.32	0.26	-15.73
1146 Holbourn	9186.10	2.32	0.26	-15.71
1146 Holbourn	9188.30	2.61	0.55	-33.54
1146 Holbourn	9190.40	2.46	0.39	-24.30
1146 Holbourn	9192.60	2.53	0.46	-28.59
1146 Holbourn	9194.80	2.34	0.27	-16.89
1146 Holbourn	9196.90	2.39	0.32	-19.95
1146 Holbourn	9199.10	2.43	0.36	-22.40
1146 Holbourn	9201.20	2.41	0.34	-21.15
1146 Holbourn	9203.40	2.42	0.35	-21.75
1146 Holbourn	9205.50	2.32	0.25	-15.57
1146 Holbourn	9207.70	2.33	0.26	-16.17
1146 Holbourn	9209.90	2.36	0.29	-17.99
1146 Holbourn	9216.30	2.64	0.57	-35.17
1146 Holbourn	9218.50	2.67	0.60	-36.99
1146 Holbourn	9220.60	2.55	0.48	-29.59
1146 Holbourn	9222.80	2.57	0.50	-30.80
1146 Holbourn	9224.90	2.63	0.56	-34.47
1146 Holbourn	9227.10	2.58	0.51	-31.38
1146 Holbourn	9229.20	2.48	0.41	-25.20
1146 Holbourn	9231.30	2.44	0.37	-22.72
1146 Holbourn	9233.40	2.39	0.32	-19.63
1146 Holbourn	9235.60	2.38	0.31	-18.99
1146 Holbourn	9237.70	2.36	0.29	-17.74
1146 Holbourn	9239.80	2.32	0.25	-15.26
1146 Holbourn	9241.90	2.42	0.35	-21.40
1146 Holbourn	9244.00	2.34	0.27	-16.46
1146 Holbourn	9246.20	2.34	0.27	-16.44
1146 Holbourn	9248.30	2.24	0.17	-10.26
1146 Holbourn	9250.40	2.42	0.35	-21.32
1146 Holbourn	9252.50	2.53	0.46	-28.07
1146 Holbourn	9254.70	2.51	0.44	-26.82
1146 Holbourn	9256.80	2.64	0.57	-34.80
1146 Holbourn	9258.90	2.57	0.50	-30.47
1146 Holbourn	9261.00	2.56	0.48	-29.84
1146 Holbourn	9263.20	2.63	0.55	-34.13
1146 Holbourn	9265.30	2.65	0.57	-35.34
1146 Holbourn	9267.40	2.44	0.36	-22.40
1146 Holbourn	9269.50	2.60	0.52	-32.22
1146 Holbourn	9271.60	2.52	0.44	-27.28
1146 Holbourn	9273.80	2.44	0.36	-22.34
1146 Holbourn	9275.90	2.30	0.22	-13.70
1146 Holbourn	9278.00	2.39	0.31	-19.22
1146 Holbourn	9280.10	2.30	0.22	-13.67
1146 Holbourn	9282.30	2.31	0.23	-14.26
1146 Holbourn	9284.40	2.35	0.27	-16.70
1146 Holbourn	9286.50	2.25	0.17	-10.53
1146 Holbourn	9288.60	2.28	0.20	-12.36
1146 Holbourn	9290.80	2.44	0.36	-22.19
1146 Holbourn	9292.90	2.58	0.50	-30.78
1146 Holbourn	9295.00	2.19	0.11	-6.76
1146 Holbourn	9297.10	2.39	0.31	-19.05
1146 Holbourn	9299.20	2.38	0.30	-18.42
1146 Holbourn	9301.40	2.39	0.31	-19.02
1146 Holbourn	9303.50	2.33	0.25	-15.32
1146 Holbourn	9305.60	2.45	0.37	-22.70
1146 Holbourn	9307.70	2.26	0.18	-11.00
1146 Holbourn	9309.90	2.28	0.20	-12.22
1146 Holbourn	9312.00	2.21	0.13	-7.90
1146 Holbourn	9314.10	2.25	0.17	-10.36
1146 Holbourn	9316.20	2.14	0.06	-3.58
1146 Holbourn	9318.40	2.10	0.02	-1.11
1146 Holbourn	9320.50	2.31	0.23	-14.02
1146 Holbourn	9322.60	2.36	0.28	-17.09
1146 Holbourn	9324.70	2.31	0.23	-14.01
1146 Holbourn	9326.90	2.39	0.31	-18.92
1146 Holbourn	9329.00	2.39	0.31	-18.91
1146 Holbourn	9331.10	2.52	0.44	-26.90
1146 Holbourn	9333.20	2.59	0.51	-31.20
1146 Holbourn	9335.30	2.51	0.43	-26.27
1146 Holbourn	9337.50	2.39	0.31	-18.88
1146 Holbourn	9339.60	2.44	0.36	-21.95
1146 Holbourn	9341.70	2.27	0.19	-11.48
1146 Holbourn	9343.80	2.39	0.31	-18.86
1146 Holbourn	9346.00	2.35	0.27	-16.39
1146 Holbourn	9348.10	2.30	0.22	-13.30
1146 Holbourn	9350.20	2.20	0.12	-7.14
1146 Holbourn	9352.30	2.18	0.10	-5.90
1146 Holbourn	9354.50	2.18	0.10	-5.89
1146 Holbourn	9356.60	2.27	0.19	-11.42
1146 Holbourn	9358.70	2.14	0.06	-3.41
1146 Holbourn	9360.80	2.39	0.31	-18.79
1146 Holbourn	9362.90	2.34	0.26	-15.70
1146 Holbourn	9365.10	2.32	0.24	-14.47
1146 Holbourn	9367.20	2.42	0.33	-20.61
1146 Holbourn	9369.30	2.49	0.40	-24.91
1146 Holbourn	9371.40	2.28	0.19	-11.98
1146 Holbourn	9373.60	2.50	0.41	-25.51
1146 Holbourn	9375.70	2.21	0.12	-7.65
1146 Holbourn	9377.80	2.31	0.22	-13.80
1146 Holbourn	9379.90	2.32	0.23	-14.41
1146 Holbourn	9382.10	2.17	0.08	-5.17
1146 Holbourn	9384.20	2.23	0.14	-8.85
1146 Holbourn	9386.30	2.15	0.06	-3.92
1146 Holbourn	9388.40	2.03	-0.06	3.47
1146 Holbourn	9390.50	2.17	0.08	-5.14
1146 Holbourn	9392.70	2.25	0.16	-10.05
1146 Holbourn	9394.80	2.32	0.23	-14.35
1146 Holbourn	9396.90	2.41	0.32	-19.88
1146 Holbourn	9399.00	2.46	0.37	-22.95
1146 Holbourn	9401.20	2.51	0.42	-26.02
1146 Holbourn	9403.30	2.35	0.26	-16.18
1146 Holbourn	9405.40	2.46	0.37	-22.95
1146 Holbourn	9407.50	2.39	0.30	-18.64
1146 Holbourn	9409.70	2.44	0.35	-21.71
1146 Holbourn	9411.80	2.54	0.45	-27.87
1146 Holbourn	9413.90	2.42	0.33	-20.48
1146 Holbourn	9416.00	2.46	0.37	-22.95
1146 Holbourn	9418.10	2.58	0.49	-30.33
1146 Holbourn	9420.30	2.51	0.42	-26.02
1146 Holbourn	9422.40	2.42	0.33	-20.48
1146 Holbourn	9424.50	2.34	0.25	-15.56
1146 Holbourn	9426.60	2.45	0.36	-22.33
1146 Holbourn	9428.80	2.01	-0.08	4.75
1146 Holbourn	9430.90	2.24	0.15	-9.41
1146 Holbourn	9433.00	2.17	0.08	-5.10
1146 Holbourn	9435.10	2.27	0.18	-11.25
1146 Holbourn	9437.30	2.22	0.13	-8.18
1146 Holbourn	9439.40	2.47	0.38	-23.56
1146 Holbourn	9441.50	2.30	0.21	-13.10
1146 Holbourn	9443.60	2.51	0.42	-26.02
1146 Holbourn	9445.70	2.39	0.30	-18.64
1146 Holbourn	9447.90	2.51	0.42	-26.02
1146 Holbourn	9450.00	2.59	0.50	-30.95
1146 Holbourn	9452.10	2.38	0.29	-18.02
1146 Holbourn	9454.20	2.44	0.35	-21.71
1146 Holbourn	9456.40	2.36	0.27	-16.79
1146 Holbourn	9458.50	2.38	0.29	-18.02
1146 Holbourn	9460.60	2.36	0.27	-16.79
1146 Holbourn	9462.70	2.51	0.42	-26.02
1146 Holbourn	9464.90	2.38	0.29	-18.02
1146 Holbourn	9467.00	2.47	0.38	-23.56
1146 Holbourn	9469.10	2.26	0.17	-10.64
1146 Holbourn	9471.20	2.26	0.17	-10.64
1146 Holbourn	9473.30	2.21	0.12	-7.56
1146 Holbourn	9475.50	2.22	0.13	-8.18
1146 Holbourn	9477.60	2.29	0.20	-12.48
1146 Holbourn	9479.70	2.15	0.06	-3.87
1146 Holbourn	9481.80	2.26	0.17	-10.64
1146 Holbourn	9484.00	2.28	0.19	-11.87
1146 Holbourn	9486.10	2.08	-0.01	0.44
1146 Holbourn	9488.20	2.43	0.34	-21.10
1146 Holbourn	9490.30	2.39	0.30	-18.64
1146 Holbourn	9492.50	2.52	0.43	-26.64
1146 Holbourn	9496.70	2.44	0.35	-21.71
1146 Holbourn	9498.80	2.52	0.43	-26.64
1146 Holbourn	9500.90	2.38	0.29	-18.03
1146 Holbourn	9503.10	2.44	0.35	-21.73
1146 Holbourn	9505.20	2.40	0.31	-19.28
1146 Holbourn	9507.30	2.34	0.25	-15.60
1146 Holbourn	9509.40	2.31	0.22	-13.76
1146 Holbourn	9511.60	2.37	0.28	-17.47
1146 Holbourn	9513.70	2.15	0.06	-3.94
1146 Holbourn	9517.90	2.19	0.10	-6.42
1146 Holbourn	9520.50	1.98	-0.11	6.49
1146 Holbourn	9522.60	2.13	0.04	-2.75
1146 Holbourn	9524.70	2.48	0.39	-24.30
1146 Holbourn	9526.80	2.41	0.33	-20.01
1146 Holbourn	9529.00	2.51	0.43	-26.17
1146 Holbourn	9531.10	2.45	0.37	-22.49
1146 Holbourn	9533.20	2.50	0.42	-25.58
1146 Holbourn	9535.30	2.52	0.44	-26.82
1146 Holbourn	9537.50	2.47	0.39	-23.75
1146 Holbourn	9539.60	2.40	0.32	-19.46
1146 Holbourn	9541.70	2.41	0.33	-20.08
1146 Holbourn	9543.80	2.31	0.23	-13.94
1146 Holbourn	9546.00	2.38	0.30	-18.26
1146 Holbourn	9548.10	2.38	0.30	-18.27
1146 Holbourn	9550.20	2.21	0.13	-7.82
1146 Holbourn	9552.30	2.30	0.22	-13.37
1146 Holbourn	9554.40	2.18	0.10	-6.00
1146 Holbourn	9556.60	2.07	-0.01	0.76
1146 Holbourn	9558.70	2.15	0.07	-4.17
1146 Holbourn	9560.80	2.13	0.05	-2.95
1146 Holbourn	9562.90	2.26	0.18	-10.96
1146 Holbourn	9565.10	2.19	0.11	-6.67
1146 Holbourn	9567.20	2.39	0.31	-18.98
1146 Holbourn	9568.90	2.48	0.40	-24.53
1146 Holbourn	9571.00	2.40	0.32	-19.62
1146 Holbourn	9573.10	2.40	0.32	-19.63
1146 Holbourn	9575.30	2.26	0.18	-11.03
1146 Holbourn	9577.40	2.38	0.30	-18.42
1146 Holbourn	9579.50	2.36	0.28	-17.20
1146 Holbourn	9581.60	2.26	0.18	-11.06
1146 Holbourn	9583.70	2.32	0.24	-14.76
1146 Holbourn	9585.90	2.23	0.15	-9.24
1146 Holbourn	9588.00	2.14	0.06	-3.71
1146 Holbourn	9590.10	2.23	0.15	-9.26
1146 Holbourn	9592.20	2.07	-0.01	0.58
1146 Holbourn	9594.40	2.20	0.12	-7.43
1146 Holbourn	9596.50	2.03	-0.05	3.02
1146 Holbourn	9598.60	1.88	-0.20	12.24
1146 Holbourn	9600.70	1.98	-0.10	6.07
1146 Holbourn	9602.90	1.96	-0.12	7.28
1146 Holbourn	9605.00	2.19	0.11	-6.89
1146 Holbourn	9607.10	2.37	0.29	-17.99
1146 Holbourn	9609.20	2.44	0.36	-22.31
1146 Holbourn	9613.50	2.47	0.39	-24.20
1146 Holbourn	9615.60	2.52	0.44	-27.30
1146 Holbourn	9617.70	2.50	0.42	-26.08
1146 Holbourn	9619.80	2.59	0.51	-31.64
1146 Holbourn	9622.00	2.24	0.16	-10.12
1146 Holbourn	9624.10	2.42	0.34	-21.22
1146 Holbourn	9626.20	2.32	0.25	-15.08
1146 Holbourn	9628.30	2.22	0.15	-8.95
1146 Holbourn	9630.50	2.17	0.10	-5.89
1146 Holbourn	9632.60	2.17	0.10	-5.91
1146 Holbourn	9634.70	2.13	0.06	-3.47
1146 Holbourn	9636.80	2.13	0.06	-3.49
1146 Holbourn	9638.90	2.23	0.16	-9.66
1146 Holbourn	9641.10	2.37	0.30	-18.30
1146 Holbourn	9643.20	2.17	0.10	-6.01
1146 Holbourn	9645.30	2.22	0.15	-9.10
1146 Holbourn	9647.40	2.39	0.32	-19.58
1146 Holbourn	9649.60	2.17	0.10	-6.06
1146 Holbourn	9651.70	2.23	0.16	-9.78
1146 Holbourn	9653.80	2.12	0.05	-3.03
1146 Holbourn	9655.90	2.29	0.22	-13.51
1146 Holbourn	9658.10	2.20	0.13	-7.99
1146 Holbourn	9660.20	2.26	0.19	-11.70
1146 Holbourn	9664.40	2.33	0.26	-16.04
1146 Holbourn	9666.50	2.21	0.14	-8.68
1146 Holbourn	9668.70	2.18	0.11	-6.85
1146 Holbourn	9670.80	2.12	0.05	-3.18
