/* DATA DESCRIPTION:
Citation:	Westerhold, Thomas (2020): S20. Magnetostratigraphic interpretation of characteristic remanent magnetization for ODP Site 208-1263. PANGAEA, https://doi.org/10.1594/PANGAEA.917718, 
	In: Westerhold, T (2020): Cenozoic global reference benthic carbon and oxygen isotope dataset (CENOGRID). PANGAEA, https://doi.org/10.1594/PANGAEA.917503
Keyword(s):	Cenozoic Climate; Ocean Drilling
Related to:	Westerhold, Thomas; Marwan, Norbert; Drury, Anna Joy; Liebrand, Diederik; Agnini, Claudia; Anagnostou, Eleni; Barnet, James S K; Bohaty, Steven M; De Vleeschouwer, David; Florindo, Fabio; Frederichs, Thomas; Hodell, David A; Holbourn, Ann E; Kroon, Dick; Lauretano, Vittoria; Littler, Kate; Lourens, Lucas Joost; Lyle, Mitchell W; Pälike, Heiko; Röhl, Ursula; Tian, Jun; Wilkens, Roy H; Wilson, Paul A; Zachos, James C (2020): An astronomically dated record of Earth's climate and its predictability over the last 66 million years. Science, 369, 1383-1387, https://doi.org/10.1126/science.aba6853
Project(s):	Ocean Drilling Program (ODP) (URI: http://www-odp.tamu.edu/)
Coverage:	LATITUDE: -28.532950 * LONGITUDE: 2.779567
	DATE/TIME START: 2003-03-29T00:00:00 * DATE/TIME END: 2003-04-05T00:00:00
	MINIMUM DEPTH, sediment/rock: 46.520 m * MAXIMUM DEPTH, sediment/rock: 281.120 m
Event(s):	208-1263 * LATITUDE: -28.532950 * LONGITUDE: 2.779567 * DATE/TIME START: 2003-03-29T00:00:00 * DATE/TIME END: 2003-04-05T00:00:00 * ELEVATION: -2717.1 m * Penetration: 1261.5 m * Recovery: 709.5 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 (URI: https://doi.org/10.2973/odp.proc.ir.208.2004) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 93 cores; 777.9 m cored; 483.6 m drilled; 91.2 % recovery
Parameter(s):	Sample code/label (Sample label) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Reference/source (Reference) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: mbsf
	Depth, composite revised [rmcd] (Depth comp r) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Depth, composite, adjusted [amcd] (Depth adj mcd) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Inclination [deg] (Incl) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Declination [deg] (Decl) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Maximum angular deviation [deg] (MAD) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Chronozone (Chronozone) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	6308 data points
*/
Sample label	Reference	Depth sed [m]	Depth comp r [rmcd]	Depth adj mcd [amcd]	Incl [deg]	Decl [deg]	MAD [deg]	Chronozone
	Westerhold et al. 2015	185.110	218.940000	218.940	10.00	1.00	2.69	C21r
	Westerhold et al. 2015	186.110	219.940000	219.940	2.50	272.80	3.13	C21r
	Westerhold et al. 2015	187.110	220.940000	221.045	70.80	203.50	4.55	C21r
	Westerhold et al. 2015	188.110	221.940000	222.264	52.30	37.00	2.58	C21r
	Westerhold et al. 2015	189.110	222.940000	223.085	12.00	274.60	2.12	C21r
	Westerhold et al. 2015	190.110	223.940000	224.073	57.30	2.80	3.76	C21r
	Westerhold et al. 2015	191.110	224.940000	224.993	63.90	87.70	8.96	C21r
	Westerhold et al. 2015	192.810	225.940000	226.267	32.00	15.50	8.38	C21r
	Bowles2006	192.180	226.010000	226.193	36.00	157.80	1.60	C21r
	Bowles2006	194.170	226.030000	226.197	58.40	209.40	10.50	C21r
	Westerhold et al. 2015	193.810	226.940000	227.328	66.10	62.10	3.06	C21r
	Westerhold et al. 2015	194.150	227.280000	227.689	-1.60	153.20	4.87	C21r/C22n?
	Westerhold et al. 2015	194.500	227.630000	228.060	-9.20	191.40	5.49	C21r/C22n?
	Westerhold et al. 2015	194.810	227.940000	228.382	-49.00	168.00	6.25	C22n?
	Westerhold et al. 2015	195.370	228.500000	228.809	-35.20	192.00	6.83	C22n?
	Westerhold et al. 2015	195.850	228.980000	229.083	3.70	0.90	9.00	C22n?
	Westerhold et al. 2017	202.380	234.980000	234.980	68.00	254.50	8.59	C22n?
	Westerhold et al. 2017	203.330	235.930000	235.930	-32.50	29.00	1.61	C22n
	Westerhold et al. 2017	203.400	236.100000	236.100	6.90	28.70	3.08	C22n
	Westerhold et al. 2017	203.500	236.200000	236.200	-24.60	5.10	4.12	C22n
	Westerhold et al. 2017	203.600	236.300000	236.300	-16.00	354.40	2.44	C22n
	Westerhold et al. 2017	203.700	236.400000	236.400	13.80	352.50	4.86	C22n
	Westerhold et al. 2017	203.800	236.500000	236.500	-4.50	359.40	2.82	C22n
	Westerhold et al. 2017	203.900	236.600000	236.600	-3.10	7.90	2.78	C22n
	Westerhold et al. 2017	203.990	236.690000	236.687	-0.90	1.10	3.75	C22n
	Bowles2006	204.160	236.710000	236.710	52.30	191.50	5.10	C22n
	Westerhold et al. 2017	204.090	236.800000	236.762	-69.90	330.20	7.91	C22n
	Westerhold et al. 2017	204.190	236.900000	236.830	-29.80	348.90	4.13	C22n
	Westerhold et al. 2017	204.450	237.000000	237.000	31.70	55.00	3.44	C22n
	Westerhold et al. 2017	204.450	237.500000	237.500	-35.40	43.40	4.89	C22n
	Westerhold et al. 2017	205.430	237.980000	237.980	13.50	8.20	2.82	C22n/C22r
	Westerhold et al. 2017	205.450	238.500000	238.500	8.80	30.40	2.94	C22n/C22r
	Westerhold et al. 2017	206.470	239.020000	239.020	79.30	212.50	1.61	C22r
	Bowles2006	206.950	239.500000	239.469	56.10	207.00	1.50	C22r
	Westerhold et al. 2017	206.390	240.000000	240.000	76.30	22.70	1.44	C22r
	Westerhold et al. 2017	207.280	240.990000	240.990	74.00	320.30	2.75	C22r
	Westerhold et al. 2017	207.540	241.250000	241.250	-9.90	358.80	4.74	C22r
	Westerhold et al. 2017	207.790	241.500000	241.500	9.40	11.60	1.88	C22r
	Westerhold et al. 2017	208.040	241.750000	241.750	25.70	357.10	2.41	C22r
	Westerhold et al. 2017	208.280	241.990000	241.990	-26.30	41.70	1.77	C22r
	Westerhold et al. 2017	209.280	242.990000	242.990	0.10	22.60	3.53	C22r
	Bowles2006	208.620	243.270000	243.307	62.30	176.00	1.60	C22r
	Westerhold et al. 2017	209.280	243.500000	243.500	-17.80	2.40	3.44	C22r
	Westerhold et al. 2017	210.330	244.040000	244.040	-66.20	356.10	3.55	C22r
	Westerhold et al. 2017	211.300	245.010000	245.010	-46.70	30.80	2.84	C22r
	Westerhold et al. 2017	211.790	245.500000	245.500	29.60	358.80	3.78	C22r
	Westerhold et al. 2017	212.320	246.030000	246.030	18.90	7.80	3.37	C22r
	Westerhold et al. 2017	212.790	246.500000	246.500	-6.60	348.10	0.99	C22r
	Bowles2006	212.120	246.770000	246.680	77.20	43.30	2.10	C22r
	Westerhold et al. 2017	213.280	246.990000	246.990	74.40	194.30	1.27	C22r
	Westerhold et al. 2017	213.790	247.500000	247.500	57.40	337.50	2.59	C22r
	Westerhold et al. 2017	213.330	247.980000	247.980	-7.60	46.10	2.20	C22r
	Westerhold et al. 2017	213.850	248.500000	248.500	-4.70	29.40	1.71	C22r
	Westerhold et al. 2017	214.280	248.930000	248.930	65.70	177.90	1.69	C22r
	Bowles2006	214.620	249.270000	249.270	49.00	135.20	2.00	C22r
	Westerhold et al. 2017	215.330	249.980000	249.980	46.90	135.70	2.01	C22r
	Westerhold et al. 2017	215.450	250.100000	250.100	50.00	8.50	2.04	C22r
	Westerhold et al. 2017	215.550	250.200000	250.200	50.40	20.00	1.58	C22r
	Westerhold et al. 2017	215.650	250.300000	250.300	30.20	23.70	3.60	C22r/C23n.1n
	Westerhold et al. 2017	215.750	250.400000	250.400	22.10	28.90	4.85	C22r/C23n.1n
	Westerhold et al. 2017	215.850	250.500000	250.500	-28.90	28.90	3.08	C22r/C23n.1n
	Westerhold et al. 2017	215.950	250.600000	250.600	-48.40	16.70	1.20	C23n.1n
	Westerhold et al. 2017	216.050	250.700000	250.700	-0.10	26.30	0.67	C23n.1n
	Westerhold et al. 2017	216.150	250.800000	250.800	-56.40	28.30	1.12	C23n.1n
	Westerhold et al. 2017	216.250	250.900000	250.900	-24.60	359.70	2.07	C23n.1n
	Westerhold et al. 2017	216.330	250.980000	250.980	-61.50	154.90	2.05	C23n.1n
	Westerhold et al. 2017	216.050	251.970000	251.970	-19.30	20.60	1.06	C23n.1n
	Bowles2006	217.520	252.170000	252.170	54.40	183.90	0.90	C23n.1n
	Westerhold et al. 2017	217.050	252.970000	252.970	-37.90	155.40	1.68	C23n.1n
	Westerhold et al. 2017	218.060	253.980000	253.980	-34.60	6.30	0.52	C23n.1n
	Westerhold et al. 2017	218.180	254.100000	254.100	-1.10	339.40	2.98	C23n.1n
	Westerhold et al. 2017	218.280	254.200000	254.200	-8.10	345.90	1.84	C23n.1n
	Westerhold et al. 2017	218.380	254.300000	254.300	-17.70	4.60	1.39	C23n.1n
	Westerhold et al. 2017	218.480	254.400000	254.400	-10.60	2.50	2.12	C23n.1n
	Westerhold et al. 2017	218.580	254.500000	254.500	-26.20	355.30	1.67	C23n.1n
	Westerhold et al. 2017	218.680	254.600000	254.600	-1.60	318.10	1.83	C23n.1n
	Westerhold et al. 2017	218.780	254.700000	254.700	-2.60	312.70	2.03	C23n.1n/C23n.1r
	Westerhold et al. 2017	218.880	254.800000	254.800	11.40	308.30	2.44	C23n.1n/C23n.1r
	Westerhold et al. 2017	218.980	254.900000	254.900	71.40	320.40	1.33	C23n.1r
	Westerhold et al. 2017	219.080	255.000000	255.000	45.30	330.20	0.65	C23n.1r
	Westerhold et al. 2017	220.070	255.990000	255.990	55.50	296.10	2.87	C23n.1r
	Westerhold et al. 2017	220.180	256.100000	256.100	12.40	319.20	0.87	C23n.1r
	Westerhold et al. 2017	220.280	256.200000	256.200	21.00	340.10	0.54	C23n.1r
	Westerhold et al. 2017	220.380	256.300000	256.300	5.20	0.80	2.45	C23n.1r
	Westerhold et al. 2017	220.480	256.400000	256.400	-36.50	24.20	1.19	C23n.1r
	Westerhold et al. 2017	220.580	256.500000	256.500	47.30	252.10	0.65	C23n.1r
	Westerhold et al. 2017	220.680	256.600000	256.600	-19.20	354.70	2.63	C23n.1r/C23n.2n
	Westerhold et al. 2017	220.780	256.700000	256.700	-29.10	4.60	1.67	C23n.2n
	Westerhold et al. 2017	220.880	256.800000	256.800	-38.30	1.80	1.88	C23n.2n
	Westerhold et al. 2017	220.980	256.900000	256.900	-43.30	348.20	1.25	C23n.2n
	Westerhold et al. 2017	221.070	256.990000	256.990	-30.00	20.70	0.60	C23n.2n
	Westerhold et al. 2017	223.740	258.010000	258.010	-33.10	165.00	2.23	C23n.2n
	Bowles2006	219.970	255.820000	258.436	58.70	179.10	1.10	C23n.2n
	Westerhold et al. 2017	224.730	259.000000	259.000	-73.80	308.50	1.27	C23n.2n
	Westerhold et al. 2017	223.150	260.000000	260.000	19.10	52.10	4.06	C23n.2n?
	Westerhold et al. 2017	224.150	261.000000	261.000	17.70	19.20	3.02	C23n.2n?
	Bowles2006	224.720	261.570000	261.570	2.50	186.30	2.90	C23n.2n?
	Westerhold et al. 2017	225.150	262.000000	262.000	4.70	7.60	4.21	C23n.2n?
	Westerhold et al. 2017	226.150	263.000000	263.000	-35.00	5.60	2.97	C23n.2n?
	Westerhold et al. 2017	225.670	264.000000	264.000	-7.10	306.00	1.80	C23n.2n?
	Bowles2006	227.620	264.470000	264.370	-0.30	152.60	2.50	C23n.2n?
	Westerhold et al. 2017	226.670	265.000000	265.000	43.50	22.30	4.76	C23r?
	Westerhold et al. 2017	227.670	266.000000	266.000	-34.80	28.60	5.66	C23r?
	Bowles2006	230.620	267.470000	266.852	19.20	170.30	1.60	C23r?
	Westerhold et al. 2017	228.670	267.000000	267.000	-16.00	31.00	3.97	C23r?
	Westerhold et al. 2017	229.670	268.000000	268.000	45.10	41.90	0.71	C23r?
	Westerhold et al. 2017	230.670	269.000000	269.000	-13.20	34.10	3.71	C23r?
	Westerhold et al. 2017	231.670	270.000000	270.000	-4.60	24.10	2.45	C23r?
	Westerhold et al. 2017	232.670	271.000000	271.000	-11.10	12.70	2.81	C23r?
	Westerhold et al. 2017	233.370	271.700000	271.700	2.90	5.80	4.45	C23r?
	Westerhold et al. 2017	232.970	273.000000	273.000	40.30	21.70	1.83	C23r?
	Bowles2006	241.120	281.150000	280.944	37.10	191.60	2.10	
	Bowles2006	248.120	290.640000	290.796	-0.20	173.30	0.60	
	Bowles2006	251.620	295.400000	295.336	47.10	175.90	0.90	
	Bowles2006	256.120	299.900000	299.900	28.80	177.30	5.70	
	Bowles2006	259.120	302.900000	302.774	9.10	178.90	1.30	
	Bowles2006	261.120	306.910000	306.910	64.70	203.90	1.40	
	Bowles2006	264.120	309.910000	309.910	10.90	170.50	1.40	
	Bowles2006	267.120	312.910000	312.910	25.90	195.50	1.70	
	Bowles2006	270.120	315.910000	315.910	15.00	176.30	2.10	
	Bowles2006	272.120	321.200000	321.130	62.50	157.00	11.60	
	Bowles2006	275.120	324.200000	324.200	64.60	188.00	12.90	
	Bowles2006	278.120	327.200000	327.221	23.30	169.40	5.20	
	Bowles2006	281.120	330.200000	330.360	35.30	199.10	10.80	
