/* DATA DESCRIPTION:
Citation:	Westerhold, Thomas (2020): S11. Bulk stable carbon and oxygen isotope data of ODP Site 208-1263. PANGAEA, https://doi.org/10.1594/PANGAEA.917512, 
	In: Westerhold, T (2020): Cenozoic global reference benthic carbon and oxygen isotope dataset (CENOGRID). PANGAEA, https://doi.org/10.1594/PANGAEA.917503
Keyword(s):	Cenozoic Climate; Ocean Drilling
Related to:	Westerhold, Thomas; Marwan, Norbert; Drury, Anna Joy; Liebrand, Diederik; Agnini, Claudia; Anagnostou, Eleni; Barnet, James S K; Bohaty, Steven M; De Vleeschouwer, David; Florindo, Fabio; Frederichs, Thomas; Hodell, David A; Holbourn, Ann E; Kroon, Dick; Lauretano, Vittoria; Littler, Kate; Lourens, Lucas Joost; Lyle, Mitchell W; Pälike, Heiko; Röhl, Ursula; Tian, Jun; Wilkens, Roy H; Wilson, Paul A; Zachos, James C (2020): An astronomically dated record of Earth's climate and its predictability over the last 66 million years. Science, 369, 1383-1387, https://doi.org/10.1126/science.aba6853
Project(s):	Ocean Drilling Program (ODP) (URI: http://www-odp.tamu.edu/)
Coverage:	LATITUDE: -28.532950 * LONGITUDE: 2.779567
	DATE/TIME START: 2003-03-29T00:00:00 * DATE/TIME END: 2003-04-05T00:00:00
	MINIMUM DEPTH, sediment/rock: 70.740 m * MAXIMUM DEPTH, sediment/rock: 285.300 m
Event(s):	208-1263 * LATITUDE: -28.532950 * LONGITUDE: 2.779567 * DATE/TIME START: 2003-03-29T00:00:00 * DATE/TIME END: 2003-04-05T00:00:00 * ELEVATION: -2717.1 m * Penetration: 1261.5 m * Recovery: 709.5 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 (URI: https://doi.org/10.2973/odp.proc.ir.208.2004) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 93 cores; 777.9 m cored; 483.6 m drilled; 91.2 % recovery
Parameter(s):	Sample code/label (Sample label) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: mbsf
	Depth, composite revised [rmcd] (Depth comp r) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Tuned time [Ma] (Tuned time) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	δ13C [‰ PDB] (δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: VPDB
	δ18O [‰] (δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: VPDB
	Reference/source (Reference) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	23242 data points
*/
Sample label	Depth sed [m]	Depth comp r [rmcd]	Tuned time [Ma]	δ13C [‰ PDB]	δ18O [‰]	Reference
208-1263A-19H-2,97	166.270	195.330	45.859010	2.0645	1.0493	Westerhold et al. 2015
208-1263A-19H-2,107	166.370	195.430	45.868237	1.9269	0.6439	Westerhold et al. 2015
208-1263A-19H-2,117	166.470	195.530	45.877466	1.9699	0.7796	Westerhold et al. 2015
208-1263A-19H-2,137	166.670	195.730	45.895658	1.9486	0.7979	Westerhold et al. 2015
208-1263A-19H-2,147	166.770	195.830	45.902237	1.9071	0.6022	Westerhold et al. 2015
208-1263A-19H-3,7	166.870	195.930	45.908815	1.9182	0.7322	Westerhold et al. 2015
208-1263A-19H-3,17	166.970	196.030	45.915395	1.9554	0.6998	Westerhold et al. 2015
208-1263A-19H-3,27	167.070	196.130	45.921974	1.9948	0.7761	Westerhold et al. 2015
208-1263A-19H-3,37	167.170	196.230	45.928553	1.9657	0.7934	Westerhold et al. 2015
208-1263A-19H-3,47	167.270	196.330	45.935132	1.8814	0.8501	Westerhold et al. 2015
208-1263A-19H-3,57	167.370	196.430	45.941710	1.9514	0.8246	Westerhold et al. 2015
208-1263A-19H-3,67	167.470	196.530	45.948289	1.8866	0.8777	Westerhold et al. 2015
208-1263A-19H-3,77	167.570	196.630	45.954868	1.9324	0.9581	Westerhold et al. 2015
208-1263A-19H-3,87	167.670	196.730	45.961447	1.7993	0.7328	Westerhold et al. 2015
208-1263A-19H-3,97	167.770	196.830	45.968026	1.8304	0.9837	Westerhold et al. 2015
208-1263A-19H-3,107	167.870	196.930	45.974605	1.8124	0.9493	Westerhold et al. 2015
208-1263B-13H-6,131	168.810	196.965	45.976908	1.7573	0.8562	Westerhold et al. 2015
208-1263B-13H-6,141	168.910	197.067	45.983618	1.7572	0.7608	Westerhold et al. 2015
208-1263B-13H-7,1	169.010	197.169	45.990330	1.7179	0.8895	Westerhold et al. 2015
208-1263B-13H-7,11	169.110	197.263	45.996671	1.6888	0.6516	Westerhold et al. 2015
208-1263B-13H-7,21	169.210	197.353	46.003208	1.7556	0.7578	Westerhold et al. 2015
208-1263A-19H-4,7	168.370	197.430	46.008801	1.7575	0.7026	Westerhold et al. 2015
208-1263B-13H-7,31	169.310	197.445	46.009892	1.7139	0.7219	Westerhold et al. 2015
208-1263A-19H-4,17	168.470	197.530	46.016066	1.7843	0.8442	Westerhold et al. 2015
208-1263A-19H-4,27	168.570	197.630	46.023330	1.7396	0.7840	Westerhold et al. 2015
208-1263A-19H-4,37	168.670	197.730	46.030594	1.7735	0.7385	Westerhold et al. 2015
208-1263A-19H-4,47	168.770	197.830	46.037858	1.8955	0.6432	Westerhold et al. 2015
208-1263A-19H-4,57	168.870	197.930	46.045122	1.7903	0.8800	Westerhold et al. 2015
208-1263A-19H-4,67	168.970	198.030	46.052387	1.8286	0.9371	Westerhold et al. 2015
208-1263A-19H-4,77	169.070	198.130	46.059651	1.8380	0.8713	Westerhold et al. 2015
208-1263A-19H-4,87	169.170	198.230	46.066915	1.7923	0.7644	Westerhold et al. 2015
208-1263A-19H-4,100	169.300	198.360	46.076358	1.7105	0.6484	Westerhold et al. 2015
208-1263A-19H-4,107	169.370	198.430	46.081443	1.7224	0.6496	Westerhold et al. 2015
208-1263A-19H-4,117	169.470	198.530	46.088708	1.7772	0.8394	Westerhold et al. 2015
208-1263A-19H-4,127	169.570	198.630	46.095972	1.8191	0.7107	Westerhold et al. 2015
208-1263A-19H-4,137	169.670	198.730	46.103236	1.8113	0.9118	Westerhold et al. 2015
208-1263A-19H-4,147	169.770	198.830	46.110500	1.8175	0.8230	Westerhold et al. 2015
208-1263A-19H-5,7	169.870	198.930	46.117763	1.8035	0.9104	Westerhold et al. 2015
208-1263A-19H-5,17	169.970	199.030	46.125028	1.7731	0.9176	Westerhold et al. 2015
208-1263A-19H-5,27	170.070	199.130	46.132292	1.7928	1.0053	Westerhold et al. 2015
208-1263A-19H-5,37	170.170	199.230	46.139557	1.7435	0.8681	Westerhold et al. 2015
208-1263A-19H-5,47	170.270	199.330	46.146821	1.7610	0.9719	Westerhold et al. 2015
208-1263A-19H-5,57	170.370	199.430	46.154084	1.7598	0.9888	Westerhold et al. 2015
208-1263A-19H-5,67	170.470	199.530	46.161349	1.7048	0.9797	Westerhold et al. 2015
208-1263A-19H-5,77	170.570	199.630	46.168613	1.7167	0.7313	Westerhold et al. 2015
208-1263B-14H-1,56	170.060	199.726	46.175587	1.6443	0.8794	Westerhold et al. 2015
208-1263A-19H-5,87	170.670	199.730	46.175877	1.6992	0.9308	Westerhold et al. 2015
208-1263B-14H-1,66	170.160	199.828	46.182996	1.6265	0.8604	Westerhold et al. 2015
208-1263A-19H-5,97	170.770	199.830	46.183142	1.7158	0.9845	Westerhold et al. 2015
208-1263A-19H-5,107	170.870	199.929	46.190333	1.6935	0.8895	Westerhold et al. 2015
208-1263B-14H-1,76	170.260	199.930	46.190405	2.0405	1.2927	Westerhold et al. 2015
208-1263A-19H-5,117	170.970	200.025	46.197306	1.7060	0.9898	Westerhold et al. 2015
208-1263B-14H-1,86	170.360	200.030	46.197670	1.6670	1.0394	Westerhold et al. 2015
208-1263B-14H-1,96	170.460	200.130	46.204934	1.6655	0.9066	Westerhold et al. 2015
208-1263B-14H-1,106	170.560	200.230	46.212198	1.6452	0.9257	Westerhold et al. 2015
208-1263B-14H-1,116	170.660	200.330	46.219462	1.6210	0.8706	Westerhold et al. 2015
208-1263B-14H-1,126	170.760	200.430	46.226726	1.7512	0.7961	Westerhold et al. 2015
208-1263B-14H-1,136	170.860	200.530	46.233991	1.7283	0.9366	Westerhold et al. 2015
208-1263B-14H-1,146	170.960	200.630	46.241255	1.6451	0.8573	Westerhold et al. 2015
208-1263B-14H-2,6	171.060	200.730	46.248519	1.7023	0.9092	Westerhold et al. 2015
208-1263B-14H-2,16	171.160	200.830	46.255783	1.7278	0.9756	Westerhold et al. 2015
208-1263B-14H-2,26	171.260	200.930	46.263046	1.6673	0.7184	Westerhold et al. 2015
208-1263B-14H-2,36	171.360	201.030	46.270311	1.6389	0.7060	Westerhold et al. 2015
208-1263B-14H-2,46	171.460	201.130	46.277575	1.7000	0.9349	Westerhold et al. 2015
208-1263B-14H-2,56	171.560	201.230	46.284840	1.6433	0.7804	Westerhold et al. 2015
208-1263B-14H-2,66	171.660	201.330	46.292104	1.6141	0.7064	Westerhold et al. 2015
208-1263B-14H-2,76	171.760	201.430	46.299367	1.6126	0.7225	Westerhold et al. 2015
208-1263B-14H-2,86	171.860	201.530	46.306632	1.6678	0.9006	Westerhold et al. 2015
208-1263B-14H-2,96	171.960	201.630	46.313896	1.6441	0.8132	Westerhold et al. 2015
208-1263B-14H-2,106	172.060	201.730	46.321160	1.5306	0.4862	Westerhold et al. 2015
208-1263B-14H-2,116	172.160	201.830	46.328425	1.7210	1.0141	Westerhold et al. 2015
208-1263B-14H-2,126	172.260	201.930	46.335688	1.4833	0.9407	Westerhold et al. 2015
208-1263B-14H-2,136	172.360	202.030	46.342953	1.7158	0.9871	Westerhold et al. 2015
208-1263B-14H-2,146	172.460	202.130	46.350217	1.6701	0.8962	Westerhold et al. 2015
208-1263B-14H-3,6	172.560	202.230	46.357481	1.6494	0.7747	Westerhold et al. 2015
208-1263B-14H-3,16	172.660	202.330	46.364745	1.6390	0.6287	Westerhold et al. 2015
208-1263B-14H-3,26	172.760	202.430	46.372009	1.5160	0.6387	Westerhold et al. 2015
208-1263B-14H-3,36	172.860	202.530	46.379274	1.4433	0.5065	Westerhold et al. 2015
208-1263B-14H-3,46	172.960	202.630	46.386037	1.4481	0.4498	Westerhold et al. 2015
208-1263B-14H-3,59	173.090	202.760	46.394755	1.6091	0.7660	Westerhold et al. 2015
208-1263B-14H-3,66	173.160	202.830	46.399451	1.9822	1.3290	Westerhold et al. 2015
208-1263B-14H-3,76	173.260	202.930	46.406158	1.6394	0.6813	Westerhold et al. 2015
208-1263B-14H-3,86	173.360	203.030	46.412866	1.6306	0.7632	Westerhold et al. 2015
208-1263B-14H-3,96	173.460	203.130	46.419573	1.6655	0.7836	Westerhold et al. 2015
208-1263B-14H-3,106	173.560	203.230	46.426280	1.7505	0.8561	Westerhold et al. 2015
208-1263B-14H-3,116	173.660	203.330	46.432988	1.8126	0.9157	Westerhold et al. 2015
208-1263B-14H-3,126	173.760	203.430	46.439694	1.7340	0.7873	Westerhold et al. 2015
208-1263B-14H-3,136	173.860	203.530	46.446402	1.6299	0.5209	Westerhold et al. 2015
208-1263B-14H-3,146	173.960	203.630	46.453110	1.6591	0.7024	Westerhold et al. 2015
208-1263B-14H-4,6	174.060	203.730	46.459817	1.6502	0.7135	Westerhold et al. 2015
208-1263B-14H-4,16	174.160	203.830	46.466524	1.6042	0.6583	Westerhold et al. 2015
208-1263B-14H-4,26	174.260	203.930	46.473231	1.5695	0.7352	Westerhold et al. 2015
208-1263B-14H-4,36	174.360	204.030	46.479939	1.5805	0.5842	Westerhold et al. 2015
208-1263B-14H-4,46	174.460	204.130	46.486646	1.6480	0.6583	Westerhold et al. 2015
208-1263B-14H-4,56	174.560	204.230	46.494795	1.6390	0.6857	Westerhold et al. 2015
208-1263B-14H-4,66	174.660	204.330	46.504384	1.6698	0.6827	Westerhold et al. 2015
208-1263B-14H-4,76	174.760	204.430	46.513972	1.6004	0.6540	Westerhold et al. 2015
208-1263B-14H-4,86	174.860	204.530	46.523562	1.5703	0.4296	Westerhold et al. 2015
208-1263B-14H-4,96	174.960	204.630	46.533151	1.5936	0.4713	Westerhold et al. 2015
208-1263B-14H-4,106	175.060	204.730	46.542740	1.7496	0.7523	Westerhold et al. 2015
208-1263B-14H-4,116	175.160	204.830	46.552329	1.6780	0.7125	Westerhold et al. 2015
208-1263A-20H-1,17	173.470	204.843	46.553575	1.8165	0.7438	Westerhold et al. 2015
208-1263B-14H-4,126	175.260	204.930	46.561917	1.6865	0.5893	Westerhold et al. 2015
208-1263A-20H-1,27	173.570	204.943	46.563163	1.8697	0.6036	Westerhold et al. 2015
208-1263B-14H-4,136	175.360	205.030	46.571507	1.6160	0.4552	Westerhold et al. 2015
208-1263A-20H-1,37	173.670	205.048	46.573233	1.7696	0.6848	Westerhold et al. 2015
208-1263B-14H-4,146	175.460	205.130	46.581096	1.4094	0.4495	Westerhold et al. 2015
208-1263A-20H-1,47	173.770	205.154	46.583398	1.7840	0.6179	Westerhold et al. 2015
208-1263A-20H-1,57	173.870	205.259	46.593466	1.7315	0.7078	Westerhold et al. 2015
208-1263A-20H-1,67	173.970	205.345	46.601712	1.7486	0.7820	Westerhold et al. 2015
208-1263A-20H-1,77	174.070	205.428	46.609670	1.7865	0.7278	Westerhold et al. 2015
208-1263A-20H-1,87	174.170	205.510	46.617533	1.7115	0.6975	Westerhold et al. 2015
208-1263A-20H-1,97	174.270	205.593	46.625493	1.6785	0.7530	Westerhold et al. 2015
208-1263A-20H-1,107	174.370	205.705	46.636233	1.6979	0.7401	Westerhold et al. 2015
208-1263A-20H-1,117	174.470	205.823	46.647548	1.6580	0.6990	Westerhold et al. 2015
208-1263A-20H-1,127	174.570	205.942	46.658959	1.6790	0.8229	Westerhold et al. 2015
208-1263A-20H-1,137	174.670	206.060	46.670274	1.6654	0.6610	Westerhold et al. 2015
208-1263A-20H-1,147	174.770	206.156	46.679480	1.6795	0.8404	Westerhold et al. 2015
208-1263A-20H-2,7	174.870	206.250	46.688493	1.7084	0.8196	Westerhold et al. 2015
208-1263A-20H-2,17	174.970	206.344	46.697506	1.6565	0.7871	Westerhold et al. 2015
208-1263A-20H-2,27	175.070	206.438	46.706521	1.6339	0.7445	Westerhold et al. 2015
208-1263A-20H-2,37	175.170	206.532	46.715534	1.7063	0.6900	Westerhold et al. 2015
208-1263A-20H-2,47	175.270	206.630	46.724932	1.6979	0.8981	Westerhold et al. 2015
208-1263A-20H-2,57	175.370	206.730	46.734521	1.6731	0.8808	Westerhold et al. 2015
208-1263A-20H-2,67	175.470	206.830	46.744110	1.5970	0.7533	Westerhold et al. 2015
208-1263A-20H-2,77	175.570	206.930	46.753698	1.5930	0.7181	Westerhold et al. 2015
208-1263A-20H-2,87	175.670	207.030	46.763288	1.6839	0.8369	Westerhold et al. 2015
208-1263A-20H-2,97	175.770	207.130	46.772295	1.3923	0.0002	Westerhold et al. 2015
208-1263A-20H-2,107	175.870	207.230	46.779945	1.5789	0.7071	Westerhold et al. 2015
208-1263A-20H-2,117	175.970	207.330	46.787596	1.6015	0.6548	Westerhold et al. 2015
208-1263A-20H-2,127	176.070	207.430	46.795245	1.6941	0.7583	Westerhold et al. 2015
208-1263A-20H-2,137	176.170	207.530	46.802896	1.7715	0.9083	Westerhold et al. 2015
208-1263A-20H-2,147	176.270	207.630	46.810546	1.7113	0.6746	Westerhold et al. 2015
208-1263A-20H-3,7	176.370	207.730	46.818197	1.7523	0.7915	Westerhold et al. 2015
208-1263A-20H-3,17	176.470	207.830	46.825847	1.7917	0.8069	Westerhold et al. 2015
208-1263A-20H-3,27	176.570	207.930	46.833497	1.8135	0.8829	Westerhold et al. 2015
208-1263A-20H-3,37	176.670	208.030	46.841148	1.8062	0.9339	Westerhold et al. 2015
208-1263A-20H-3,47	176.770	208.130	46.848798	1.7783	0.7694	Westerhold et al. 2015
208-1263A-20H-3,57	176.870	208.230	46.856448	1.7421	0.6828	Westerhold et al. 2015
208-1263A-20H-3,67	176.970	208.330	46.864098	1.7696	0.7345	Westerhold et al. 2015
208-1263A-20H-3,77	177.070	208.430	46.871748	1.8527	0.7782	Westerhold et al. 2015
208-1263A-20H-3,87	177.170	208.530	46.879399	1.7912	0.4335	Westerhold et al. 2015
208-1263A-20H-3,97	177.270	208.630	46.887049	1.9117	0.6168	Westerhold et al. 2015
208-1263A-20H-3,107	177.370	208.730	46.894699	1.8180	0.5154	Westerhold et al. 2015
208-1263A-20H-3,117	177.470	208.830	46.902350	1.8418	0.5673	Westerhold et al. 2015
208-1263A-20H-3,127	177.570	208.930	46.909999	1.8649	0.5687	Westerhold et al. 2015
208-1263A-20H-3,147	177.770	209.130	46.925301	1.8614	0.6736	Westerhold et al. 2015
208-1263B-15H-1,123	178.230	209.166	46.928055	1.6308	0.2206	Westerhold et al. 2015
208-1263B-15H-1,133	178.330	209.258	46.935093	1.9024	0.7132	Westerhold et al. 2015
208-1263A-20H-4,17	177.970	209.330	46.940601	1.9028	0.5076	Westerhold et al. 2015
208-1263B-15H-1,143	178.430	209.350	46.942132	1.8923	0.5276	Westerhold et al. 2015
208-1263A-20H-4,27	178.070	209.430	46.948251	1.8595	0.4523	Westerhold et al. 2015
208-1263A-20H-4,37	178.170	209.530	46.955902	1.8633	0.4862	Westerhold et al. 2015
208-1263A-20H-4,47	178.270	209.630	46.963552	1.8801	0.5376	Westerhold et al. 2015
208-1263B-15H-2,43	178.930	209.811	46.977399	1.8285	0.4239	Westerhold et al. 2015
208-1263A-20H-4,67	178.470	209.830	46.978852	1.8311	0.4687	Westerhold et al. 2015
208-1263A-20H-4,77	178.570	209.930	46.986502	1.8262	0.4154	Westerhold et al. 2015
208-1263B-15H-2,63	179.130	209.995	46.991475	1.8548	0.4992	Westerhold et al. 2015
208-1263A-20H-4,87	178.670	210.030	46.994153	1.8128	0.4278	Westerhold et al. 2015
208-1263B-15H-2,73	179.230	210.087	46.998514	1.6160	0.2560	Westerhold et al. 2015
208-1263A-20H-4,97	178.770	210.130	47.001803	1.8306	0.5231	Westerhold et al. 2015
208-1263B-15H-2,83	179.330	210.180	47.005628	1.8338	0.5902	Westerhold et al. 2015
208-1263A-20H-4,107	178.870	210.230	47.009454	1.8798	0.5164	Westerhold et al. 2015
208-1263A-20H-4,117	178.970	210.330	47.017104	1.9864	0.3366	Westerhold et al. 2015
208-1263B-15H-2,103	179.530	210.364	47.019705	1.6613	0.1878	Westerhold et al. 2015
208-1263A-20H-4,127	179.070	210.430	47.024753	1.7225	0.3787	Westerhold et al. 2015
208-1263B-15H-2,113	179.630	210.461	47.027126	1.7888	0.4833	Westerhold et al. 2015
208-1263B-15H-2,143	179.930	210.767	47.050707	1.8827	0.5864	Westerhold et al. 2015
208-1263B-15H-3,3	180.030	210.870	47.061117	1.5558	1.0248	Westerhold et al. 2015
208-1263B-15H-3,43	180.430	211.278	47.102351	1.8341	0.5635	Westerhold et al. 2015
208-1263B-15H-3,53	180.530	211.380	47.112660	1.7808	0.5019	Westerhold et al. 2015
208-1263B-15H-3,63	180.630	211.480	47.122766	1.6742	0.3864	Westerhold et al. 2015
208-1263B-15H-3,113	181.130	211.980	47.172451	1.6457	0.1977	Westerhold et al. 2015
208-1263B-15H-3,123	181.230	212.080	47.182255	1.7502	0.3870	Westerhold et al. 2015
208-1263B-15H-3,133	181.330	212.180	47.192058	1.7370	0.3892	Westerhold et al. 2015
208-1263B-15H-3,143	181.430	212.280	47.201863	1.8303	0.3712	Westerhold et al. 2015
208-1263B-15H-4,13	181.630	212.480	47.221471	1.6700	0.4114	Westerhold et al. 2015
208-1263B-15H-4,23	181.730	212.580	47.231275	1.4228	0.2199	Westerhold et al. 2015
208-1263B-15H-4,33	181.830	212.680	47.241077	1.2924	-0.2230	Westerhold et al. 2015
208-1263B-15H-4,43	181.930	212.780	47.248639	1.4814	0.0762	Westerhold et al. 2015
208-1263B-15H-4,63	182.130	212.980	47.260769	1.6936	0.2353	Westerhold et al. 2015
208-1263B-15H-4,93	182.430	213.280	47.278964	1.9617	0.4105	Westerhold et al. 2015
208-1263B-15H-4,103	182.530	213.380	47.285030	1.6747	0.2097	Westerhold et al. 2015
208-1263B-15H-4,105	182.550	213.400	47.286242	1.7550	0.2861	Westerhold et al. 2015
208-1263B-15H-4,115	182.650	213.500	47.292308	1.7599	0.1661	Westerhold et al. 2015
208-1263B-15H-4,123	182.730	213.580	47.297160	1.7926	0.3139	Westerhold et al. 2015
208-1263B-15H-4,133	182.830	213.680	47.303224	1.9487	0.4716	Westerhold et al. 2015
208-1263B-15H-5,3	183.030	213.880	47.315355	1.7908	0.2173	Westerhold et al. 2015
208-1263B-15H-5,13	183.130	213.980	47.321420	1.8372	0.3142	Westerhold et al. 2015
208-1263B-15H-5,23	183.230	214.080	47.327485	2.0246	0.4393	Westerhold et al. 2015
208-1263B-15H-5,33	183.330	214.180	47.333550	1.9548	0.4300	Westerhold et al. 2015
208-1263B-15H-5,35	183.350	214.200	47.334763	1.7932	0.2053	Westerhold et al. 2015
208-1263B-15H-5,45	183.450	214.300	47.340828	1.8368	0.2385	Westerhold et al. 2015
208-1263B-15H-5,53	183.530	214.380	47.345680	1.8427	0.3523	Westerhold et al. 2015
208-1263B-15H-5,63	183.630	214.480	47.351746	1.8472	0.2828	Westerhold et al. 2015
208-1263B-15H-5,73	183.730	214.580	47.357811	1.8721	0.3510	Westerhold et al. 2015
208-1263B-15H-5,83	183.830	214.680	47.363875	1.8742	0.4788	Westerhold et al. 2015
208-1263B-15H-5,93	183.930	214.780	47.369941	1.7388	0.2288	Westerhold et al. 2015
208-1263B-15H-5,103	184.030	214.880	47.376006	1.6688	0.1096	Westerhold et al. 2015
208-1263B-15H-5,113	184.130	214.980	47.382071	1.8424	0.1036	Westerhold et al. 2015
208-1263B-15H-5,123	184.230	215.080	47.388136	1.8574	0.2362	Westerhold et al. 2015
208-1263B-15H-5,133	184.330	215.180	47.394201	1.8041	0.2904	Westerhold et al. 2015
208-1263B-15H-5,143	184.430	215.280	47.400266	1.9284	0.3988	Westerhold et al. 2015
208-1263B-15H-6,5	184.550	215.400	47.407544	1.8940	0.3447	Westerhold et al. 2015
208-1263B-15H-6,13	184.630	215.480	47.412396	1.9049	0.3339	Westerhold et al. 2015
208-1263B-15H-6,23	184.730	215.580	47.418462	1.9877	0.4100	Westerhold et al. 2015
208-1263B-15H-6,33	184.830	215.680	47.424526	1.9819	0.4117	Westerhold et al. 2015
208-1263B-15H-6,43	184.930	215.780	47.430592	1.8060	0.1888	Westerhold et al. 2015
208-1263B-15H-6,53	185.030	215.880	47.436657	1.8510	0.3198	Westerhold et al. 2015
208-1263B-15H-6,63	185.130	215.980	47.442722	1.9251	0.2583	Westerhold et al. 2015
208-1263B-15H-6,73	185.230	216.080	47.448787	1.8292	0.1241	Westerhold et al. 2015
208-1263B-15H-6,83	185.330	216.180	47.464614	1.7204	0.1634	Westerhold et al. 2015
208-1263B-15H-6,93	185.430	216.280	47.482885	1.7379	0.0804	Westerhold et al. 2015
208-1263B-15H-6,103	185.530	216.380	47.501154	1.7881	0.0602	Westerhold et al. 2015
208-1263B-15H-6,113	185.630	216.480	47.519423	1.9074	0.3027	Westerhold et al. 2015
208-1263B-15H-6,123	185.730	216.580	47.537692	1.9651	0.3070	Westerhold et al. 2015
208-1263B-15H-6,133	185.830	216.680	47.555960	1.8943	0.2071	Westerhold et al. 2015
208-1263B-15H-6,143	185.930	216.780	47.574231	1.9883	0.7155	Westerhold et al. 2015
208-1263A-21H-1,24	183.040	216.870	47.590673	1.8802	0.2276	Westerhold et al. 2015
208-1263B-15H-7,3	186.030	216.880	47.592500	1.8565	0.2383	Westerhold et al. 2015
208-1263B-15H-7,13	186.130	216.967	47.608394	1.7938	0.2526	Westerhold et al. 2015
208-1263A-21H-1,34	183.140	216.970	47.608942	1.8126	0.1961	Westerhold et al. 2015
208-1263A-21H-1,44	183.240	217.070	47.627213	1.7889	0.1854	Westerhold et al. 2015
208-1263A-21H-1,54	183.340	217.170	47.642727	1.8317	0.2037	Westerhold et al. 2015
208-1263B-15H-7,43	186.430	217.219	47.647181	1.7725	0.1698	Westerhold et al. 2015
208-1263A-21H-1,64	183.440	217.270	47.651818	1.8522	0.2332	Westerhold et al. 2015
208-1263A-21H-1,74	183.540	217.370	47.660909	1.8334	0.3758	Westerhold et al. 2015
208-1263A-21H-1,84	183.640	217.470	47.670000	1.9033	0.2124	Westerhold et al. 2015
208-1263A-21H-1,94	183.740	217.570	47.679092	1.9355	0.1458	Westerhold et al. 2015
208-1263A-21H-1,104	183.840	217.670	47.688182	1.9079	0.2711	Westerhold et al. 2015
208-1263A-21H-1,114	183.940	217.770	47.697273	2.0380	0.3955	Westerhold et al. 2015
208-1263A-21H-1,124	184.040	217.870	47.706364	1.9574	0.1710	Westerhold et al. 2015
208-1263A-21H-1,134	184.140	217.970	47.715455	1.9630	0.3265	Westerhold et al. 2015
208-1263A-21H-1,139	184.190	218.020	47.720000	1.8660	0.3207	Westerhold et al. 2015
208-1263A-21H-1,144	184.240	218.070	47.724546	2.0716	0.2680	Westerhold et al. 2015
208-1263A-21H-2,4	184.340	218.170	47.733636	1.9857	0.2496	Westerhold et al. 2015
208-1263A-21H-2,14	184.440	218.270	47.742727	1.9413	0.2427	Westerhold et al. 2015
208-1263A-21H-2,24	184.540	218.370	47.751818	1.8756	0.1775	Westerhold et al. 2015
208-1263A-21H-2,34	184.640	218.470	47.760909	2.0528	0.3047	Westerhold et al. 2015
208-1263A-21H-2,44	184.740	218.570	47.770001	2.0338	0.2986	Westerhold et al. 2015
208-1263A-21H-2,54	184.840	218.670	47.779091	1.9142	0.1857	Westerhold et al. 2015
208-1263A-21H-2,64	184.940	218.770	47.788182	2.0080	0.2606	Westerhold et al. 2015
208-1263A-21H-2,74	185.040	218.870	47.797273	1.9470	0.2580	Westerhold et al. 2015
208-1263A-21H-2,84	185.140	218.970	47.806364	1.9155	0.2798	Westerhold et al. 2015
208-1263A-21H-2,94	185.240	219.070	47.815455	1.9482	0.3319	Westerhold et al. 2015
208-1263A-21H-2,104	185.340	219.170	47.824545	1.9080	0.2358	Westerhold et al. 2015
208-1263A-21H-2,124	185.540	219.370	47.842727	1.8836	0.1642	Westerhold et al. 2015
208-1263A-21H-2,139	185.690	219.520	47.856364	1.8736	0.1814	Westerhold et al. 2015
208-1263A-21H-2,144	185.740	219.570	47.860910	1.9116	0.2389	Westerhold et al. 2015
208-1263A-21H-3,4	185.840	219.670	47.870000	1.8729	0.1718	Westerhold et al. 2015
208-1263A-21H-3,14	185.940	219.770	47.879091	1.9447	0.2009	Westerhold et al. 2015
208-1263A-21H-3,24	186.040	219.870	47.888182	1.8707	0.1697	Westerhold et al. 2015
208-1263A-21H-3,34	186.140	219.970	47.897273	1.9092	0.1934	Westerhold et al. 2015
208-1263A-21H-3,44	186.240	220.070	47.906365	1.8728	0.2580	Westerhold et al. 2015
